dataset,index,value
nearly_sorted,120,%tN4&HfY0pIkrQvnaiv#^n@T96h8g%4K97z&!5IzKOfafuO)7sdxdysWN#iM*cr#iIaQZluKNL)uLPt&ZGRtw7)nTfrmboX0j1s;5mRI*uNF!pc-KxhYSTc)OwHOBU:V1odf1uDPIc1WG:gakk4^OyZd(Y5e-HFX)eASacOoP)gVu^%aUY%tbvrDP
nearly_sorted,121,%v7S!x!rtpW&VjC!0qk(e6BZq0QBiaGF1cRGJ;r#f^uwKi:0XPW44zIb
nearly_sorted,122,%xUfy3L0Qa(6@&7Y&d@LUX!sv0jR7%7noUliEPm;kNWDPHfD%*Vu08Kl@i!jSWbsKb0I6w(;xwt7M@3kd
nearly_sorted,123,%zwHzWGBUFjC8x30uP14cFj8UVmW6QELi;O:6EK)YV9Uehy*(yODhr
nearly_sorted,124,&!y9NQTEof4pJt:GdG*:)aA:;@gCnTN0f35kKyB!i0aA(8HY2HjJkcCvHWX9s01lH%VTa(V72!3)9nGv35*H^o8q@j!h8H&eR%2@83LexbIgR-YDF8KE1Wd#aanFw2H7I)tH@:bq88dmODTjI;Ya%!9uJQGXJ2vf5gd0;gG^mwTto!1prL
nearly_sorted,125,&)3xt%bAksdsanx77a(Fcno;JQRDusv45hruE7
nearly_sorted,126,&--KE869H0(Yi@
nearly_sorted,127,&-3bSRbdYNQQ;gds9:5Sf*pBmxPGO(hmzZBr)M(ueyyuT94KFQJT0iPW00dhN9r3mMppsJ6Vav3uN:LH8)XK@0&sZ0Ootdrh^S@6Pb^p8cbW7wrsYCY;PD##I(pu4x1etQ14rB%yG*9p@1y6ZKi)Go
nearly_sorted,128,&-^22QG#^8Z43FkbxYbYJCQgPhdfGyoHOX71!jmgBlJM3x7P30t)Ue3SqNPZ@aUI4cDA4;pWdK%9(gQ-&
nearly_sorted,129,&4f%Q0R1rk;w-m*Z-tV*rSqa@qefnVb9%P(gv0:MUiRa0lVnV0vr;W-5-oA9xs6LWkjGfT8LtdB2nadic9FqJ6JEJW#z9HepPg@AlWPyz)K9oXRSU5GsuAlk&*-3y1CnMVH
nearly_sorted,130,&7h(@!vvBXKwgAmYseA3R4QZQv2bp!!7QdqmH&MCM)W!57v8eI47t*WviP2nNIl2s:;YKsOCEAurU#zYW#%jG;kQ-ybVJ*#4jK
nearly_sorted,131,&B)EeTToQX;6IkaYnmIfi%k)@11TJDLj037rkeNYIdEnWVcBaIec6%6Ffo*A5Pv
nearly_sorted,132,&C8Fqt7cNqOnXMWNs--Y6hnCa3WG!^jVUxzG6gwg(wC3WiHVk):6cmz:aydh59dXA^GXW3Zo#KwU
nearly_sorted,133,&EPAK@(XZEs)AH0Ef5nqL5uOWrtKfnbPSJ#DSb15DJFK!1-bJDIR@G;nQwC0J8Kz)BdjiZEp&1E4OEJH8DB-y1pbGVXpsFDIbW*R870o6YK6V95HxBHnDvMMLlzCKZ04W9!fmRNX8pSGbnYjevyj):jWGsGrXl0EEIZpAwOHZp)K^6QTw76I*
nearly_sorted,134,&F;dlOz5aQ&;FxcR6-U3iXk(WS9Fr#6Xp)#pHDbMrUf5XN6%8#FhUL!i*otFlzj**W741uj8FU*NMLokkga)YZM1)po2!VYVHj:f*GA:Edi93xx2j)JCk7Dh7OTBz7QsXnsEZwE#ilO(ZjfL
nearly_sorted,135,&G-%x^skTCi4Xfv7dzHcZdVn;hnH!FRX)3;S(g@agwc1A(W;nLi%gbT#fNIo)5GvXNeYtVo:
nearly_sorted,136,&GOSF1b@t4x^*mb49d*937EfFz4o;q#Xo(4SOaRRcE@Fc@Qzirkk2xb1)Kl2tT#NSE2jBbtCl&PE85jxZ6RVKOEXtmIMR79cHlp9m4q%!-jc6QP^q;S(IBJpN#(4a&LgbDGssWXHs8oo#guUtryoCdA&a6VcaX@^vAPHMxT9qXXpyeZMuHVRFPC&JvYJ^wpIoSD
nearly_sorted,137,&HMPe!zCrwoJcFAT7d4r47HxO3ZLJqbLKGkF3A0h2MIadbB@RowBcfj^STs500TXM(ZrfUh6cCL:^vZShzs6B(sq6*G4zCfBK@uc;1
nearly_sorted,138,&HU)THp!E@6ArvkUFB*2DkxX
nearly_sorted,139,&HoiFg)TdRrFmN@&BH^uBr;RegR66-7jbzPPcugwBvmizyN1Zj9Qj2WRHHygqIkM4*q:
nearly_sorted,140,&I!rxt32mW--V:*saursyASNpaTYTkiDG(LwUxA^ZDhRl4vORtdC)Fa5YF@^607oE47NfOJGId45Ew36CGMkDIg*6)ybEY&t#(pi:E&*Zi(5kIY%O74y*!v0RrejXq2l#OwxotVg!5SXKRazWD^sFYVz3P!n:2(61S9-Jv
nearly_sorted,141,&IDN(8lE%bm6#fHlNE0^cA(Ufwt5&rIK76S5@WnPx(wLBj@u96qBfxGT;c@Rkhtp8pOEgt0h*5)S4@V0*smuiyM*Cl0LF)hjKITio;XHiNCyTa5z-!U)7;p
nearly_sorted,142,&K9fbKPsov5DTbMuTe#RMqW)0M8r5DJdg0bsfxYzywh146527(BSnp%q75JdQ)zBKN4X!LhiG9V!jkvZNWPDFGkWO7m&Pq^)yjzJTgE-0l*@(xV9Q5JgxQjLU4bL;K
nearly_sorted,143,&KyyGWNyaUN@VpyVhVKr1-eeWjcZtN5nyY);u57k(h1vQ)yHEmR&hzwM(u7Dw:UaB(x:3EXs;RI1tR9A^:dfd!g)*rDBp7!GIdpjW@AP2X7gQdS2h0Xe0((c0!L!AP*;-r0WS-2QyDtB@l@ToGfxV5DLyDb(&2
nearly_sorted,144,&Ok4TVBEEtzbU@*F(%t7fanC8doqYM!NFKQ
nearly_sorted,145,&Oq!#v-kUa;QIa-Uv3cs5!LTTTR;On3wES*OE#0GRdjOVK4qfGnQDK(Wou5RkhhrKjLGbBPv)*6Zkc;HyQSkGkDQXj9gJ8tzutjPfWbd4axiS7kPVjP;a*VYhME9isOpk14HEZ1F9Dj3QST-xUF5
nearly_sorted,146,&Pnz3yY3REMT8YmWR-q;m#wF!dEYnD7-psJEkDpLYiwTORXEw(X04wi&tMsZcllXzpiJA#;ptBtaGUYp23ceGO&-DE)2IPu6r*m@!%7XAVlG6tSz
nearly_sorted,147,&RqF%2OGjnd3InkPYEV*sheIpIVFwlmefpzEu*82l(iAwH000RtOGdx%ukY##3^UkKnm(nOC^oG#O&4bxL(oji@HNK4fGx!(zJ-zlXV6:YegGm08WmxYY9yt83n4bOItktJ#FAKuvUT#fG)3LLv49vRA%D*y;N7rlk4-v2YdbMPF1;)z#j%TTVFVifVcesyVR@CO;5Q
nearly_sorted,148,&RxYSkl*mh!A8
nearly_sorted,149,&V@heAfTjL86^4h@(WN6vB:QpLmtAxQN)8-oAU!GeiZq01hd8GQB2xXP8dc1G7b^RPP5c4KZT9s7d9ul*tpu9*&:P#iMWFzy^(^C
nearly_sorted,150,&VIOPYO8j534FX7Xl!2Phfbx
nearly_sorted,151,&XhPsIc0oOM(Crx*AbZSczbQ9Bs#YE4fCwGR6m*EVJWXxovcOUZSnrZWXX2:FRO74ePBdev4&ZykiMITROOz1MnheQZVf*5nk%#SC@u-R-YXkJjT9@hQS@d8)H8FhhyD2:q1MPo
nearly_sorted,152,&Zbx-3B2IXGpSL2DCZZWgdRUO910cKMkZ0XNztr0Bx5bFg3JaV1^GDVWSNT*XR2
nearly_sorted,153,&ZQ#O#9dzEfKNPn)X%0n#%Gul&pojjbNx@;UjEvr^z(6(S6JWb*q5d@Ent4!K8#cYSKNt74gjYqg4XU#%YZ@jo%(QjzDjsk&**L3;i^je!tud7DS09pqSF)oBh3)9AP1;FMt5J45LE
nearly_sorted,154,&bKq!!iD8o8jFOJZr4:yHi@q;RPN#B%3TZK2jHvB1#fn@%EtuCk8AeJcc@#4SDxqgu4Rsx0;JASrqEwlVyW763N9BnjXeq9BhXDW7ADQ-UlFSi-zT;;l&8LMfTsPI(&-&z
nearly_sorted,155,&bec)5z*@xqAX%vdSuBD*39;kEZTu60#cAeK0178foi*^zZr^aE*dTvhdd@O@4*58xBRkDIX5gw57XjIlpb9*S5kO%d;Ix-q2xBOnhU0oObl76C0zDLtypdkp4&dY
nearly_sorted,156,&dHnzLV:BK9iuhak4IhY2YPFMIrC&VgtT)CZGqcU14PA:hGmuxpH#Q6YhhmhdFfn&O)1&e%5(hp7CJ3eWBFmYs%@r1t6d6)q8XE!HZFIK)#:@@uYjRs4LkmF0sC&lIeXM)QEFg(oK4:)!@3bKIFmS6WtX
nearly_sorted,157,&f5uwd)Oz:Z99@JZ@FXQjjn9RCtGf-JlUa5SNgzco@Y-aLUjmMA72)fQSV8hQgp:L%NcVUn^06XXXBV7h-c@xJ2blOtoATZRJD0g)^&sk1A-IbVHjg9jdjPL0TArHJi9bzU8kp3#Hk1qpStBL5m)o8&fSvzGbx3ebfmS9mx!i
nearly_sorted,158,&fg7njev289aTUy8um09souymY#DEbA(IB1)4lOUR*@2W3Ex8HPaf*G9YxiehUy-eo6HO&Vt3LxOds1
nearly_sorted,159,&gFk%%pHeTKguEhoM&-a7GEIgy2u!mtwd#Tx*ZcT7e4;FNd^1v5f(OmzGlDunSzer0fuDm)Y^nIBXN4&c0e2!%*gDH7w7Unpo4FTtV14HoAMS^)kB!karjfyDIVTwn:U;R0R!Jp3QNpZ7
nearly_sorted,160,&iD9bbz@zsPNN47a@8*vGVvoL129-FRV4fwcXmGzEKK2xzM9MAC7z*)1FZUe^6g:&-dE409tS4gDnf22qBIw)bk*^!0zSVBaotEOko&yAzDVV&(5mO13(iv:tWw1F-F6mX-eSM(;F#qr6Vj!182*A(;vvR0(CHCRQQGeZlqKcq%3:)22d!bS@IYRaPtAIeoR6Ok^;M
nearly_sorted,161,&ibvJSgKOG%!Dw3lpX*MeE9%gJrLl;FePhi0&AuX*a5cCs5L3X2TjQk3zyHwqo9A8TH9lUR3F3&SOH2FWt097Zr08E0WAPzweTkjNIarx^7U!X2GXjG*Wm57FP-iCmRn0d%XM93sMfUz6hVs()
nearly_sorted,162,&k#!a-FSBLI*82^J9F80^a0zcR@J-oesc!ug2cPCaryO--rsBViUi;0tYiTztgSxRbb0G)pw-OV@3lIcPk!e*X!11z%(M2j5YSTv1oBvnm#9tsBvPr2D6-&aYpyRF
nearly_sorted,163,&k&mn1k3)uzQ@P8Wub:VManOVp!JT7;sR8-ZdCBkH)cH2aFqGkn2cLn!c5xb1x-dxu9nVnF8t
nearly_sorted,164,&l&;Q%xxn2ir&(5)Vfash:dwrmzJBZBk3lSS;cJPRqsjeBLG6in(g9)^pi%dpbbbO4Pokh(7!tslb1XgGDO)X)pTcVDkxi-cy&xRXU*Wz2&JS97*r%NbN&;pBA*k)#Vm
nearly_sorted,165,&lE1V%5TQC(U-tAjKKL^8@HghTmADGt6zPhcLjx*nTMUDj7b1KwYc7Y*OYm*8a5P%5a:y#eI76i3qEOe-m0in:hTtDAhROR:-D5;pu%Hfr7n&h7y*MQtxf*p7kHzuPxV1q-A%BNw!(4ZUUBVOP%v-(p-9T:fKj(VJQ-P6yr1)Z5;0sl8LmdW%)6tP
nearly_sorted,166,&qmJY&&AzaWs3xIR9o@!Rt*wVMdvS9mf0J6XG!@7D-7*ol!^*6MZz5K58HoueR&Ng6m%rj-EeaL02AB&rLtMlh91*:G#2UuBgHmYTx@w4(**YIdQJg6ui07yvVGedeKDjTCxRz3E;6ww;ec)Y6gx6j&3L%KIej:mnVdxUhz4ynGn^O8
nearly_sorted,167,&s6a!DUYueOAe-i!3fxW#xJE!eqbHBpnhOYFw*L;z*eBUI@OsWn*AfkIXdGB*cqiyNWO^O5YH!ST8D4bl@GX)CCFSTmvV!qRGcksk4ztQNHXnK:McTHgQCafEDcVZxogtmdW3)6TMA8TfYSjTtLTD#X4nkfu
nearly_sorted,168,&sGuggUkRy85#PC7S)HL-GMYOEDK&7qTf5HY-TFtzjuAa5gf(dr!rO7fE7g:zYo7U#n00Iku4L;U(9^hk(A11p8qKV(rGwVAUCR34^%DZbka7ubC!mG2EWyNlkXFe#cYP3spLDfGy&AIdA5tD#4WqO;XcDwSa66rdHy6)M)2LGCCiI4sAo2fbf^Xq2oCMLApuk!L
nearly_sorted,169,(&RX-A%;6kmh2;byj%u6La4OICqyWtBYBHtV%!qH&7)EqGOh02(rY7lV-jJ03(MF39kNrC6*@foWEvaCQF6JpG7QjDge6tH@l9KTyyj9CN61OfPsQLtSSpPEkVKv@e4oTDi;#U2pF-EcJ9*8NWMa
nearly_sorted,170,((-Lei#6*FX;ss@oLLlvyB*-u#;Fv7P6MLx%YAKHWTfOMp&RM(LO9^slS)PNtUwbLodq*0jXhgRkpPR%lugreysf)J28Jq#i4p*IxciHd(
nearly_sorted,171,(-W(sQ!km^u;-z5#a1z*oE
nearly_sorted,172,(-bDy#ybm-8zZdP7B6Z7KB1zRma)Z3a-srgGH3x&Yg;ymFD8rvM1gV:wr;K#WOA(p5KK;7QV*s@r&aIoGUvga#&K@5EQ(jRSKCudLn^GgVumroW^rOhP2cdBSdywdPU!(!KXl%RAY(Q8hkW6Zh8jKu)fAmO@pjj4gcYA61&7&-RGnKYfa^wjQU0W^2)%Rjk:;;F
nearly_sorted,173,(1dEsVe1^hTpJ2#^UxmYZjVbRMcpV)3#GRl:TknMkobqBJ3&kJ^pKly2me7XpJ&GtdA^H94-Itb!)yc(itN!dCGf*xtpd;M9r(Z2%;gCduF&fmc#JmX9vqNfMisjIUzRChV*um!qEZjU:XadugVIpvx82TFxx1^D5&E
nearly_sorted,174,(1uxyW;ZzCr
nearly_sorted,175,(2Yes@uKIA9S(;1*byMO*wyJy90BFMmf8vSUCjh3we)EWU!kS&iquvpYbliQKumAKZ8Z9rM883UFeU):Wdd93rlT2R@Gk3G6&4
nearly_sorted,176,(3bkvjEn)%!2u6*aij!f9F;N:5t@lbZiJW*lE68D2Z^HEXKlf8RryBdE7R@lgEBYLnT@
nearly_sorted,177,(9BizGDYtx7M1Y;5o^d2T#1^e0qHknOFTE;#4pv
nearly_sorted,178,(:58;5MP%4Bds!lJskyH#oT1lX%uDU!nl8n^3u0G6CqA%TZJ4pHoU4D&ZZPvGeM(*z2z38rm#vAJw*:jWBhGNia5KPcyrP)xAxNr2*NqVN*CG*Olr)7)F-f*J^9%pYg5
nearly_sorted,179,(:MwV:gUKhoq!FFJHwTlNUNv#hyb7xANCBLk)&&u@sRd09J!9!)4-Ct&r15RFedr2(MjOSFOo0ZY7h2uDOa(x8ZxJ%bPBO!conY8d;&yBQBNuYS%28jyS3LX7p95DAR#&lp@j3YVhdqSyqL#iYHwUCTsBEDc@;X8O9@Pp@ax3uZRcRL5UibIWZ)dH@cd!gzm%NzTr8
nearly_sorted,180,(:faUE8R8;@B*&8*0-2GvuCrN)YDe0aYVWInr
nearly_sorted,181,(Gq;23!#y5g8z5&3^5AfeexAXE!X
nearly_sorted,182,(IBcABAPdtqcEE6d-u!Y@%z@h!mC-cCn8ZhUNCW!!&;s1sHTC%W3%D)lu*o0o:s#)JhY3YiR:qxj@R3&nKLUyE)qfu97QLX8GgVLupT22tPc!IRu(wZdcwJvERw#2OvT-jh@Vo-aF;3O7dWZgF1MY:Tjf!f0041ij!AG
nearly_sorted,183,(JnMxo8jxpMJ)o#^xOqeTH)iGAhX9Fh2jp)g5D2O)qVyORq@8N-of^%f#M0xWgy^2Jlj)27ohV#&BhIyOz3Q:d#nO!hT9yT:D3uW3d3BZc9-#W(v&SrCgHpCFAervxzKrsF8!NPsxOijb^ti(soaYR:9ToUy*G3EgfIOf%3!;H7tJW1OB(b^TbA&th1nNh
nearly_sorted,184,(L0#k!hG7xyD^xO(WL(E(n:r4F-Lxl@6CJyd
nearly_sorted,185,(LXPhjce^PQ;
nearly_sorted,186,(LXbbcLzPU)v%MJauzSFI^2;w&dgVg0j1&39R
nearly_sorted,187,(SJARC3P6#&G&G6N0@H-tu4Cft1j@Pf7*34jiuS9tY*9zY2IdFsxYhM@(80-NFSP^zK&-Mce(bIqsm6OUB!wMSbss6f0nVg2mZcQ7WZhbmf6J^)6FxtD2y70OTNyeu07UuWEb01kpRHga@1bcL
nearly_sorted,188,(T*e9xm0n&j9s95Vk11MuuwrQ@mnVKAfILvjnV89Y:8lnv1&XJrrFGR^OAmsNzvsrDXPaV0PtoGT2c^KsP2(bBVG@six(B&QlWAtp:N-oUBD3b^w%vk^2&wnLIb*(VIi1k6od40w4PHh3dfA;D0hTmSt^T!mCWFiss%
nearly_sorted,189,(V9jxL)B!-IqXwDtofj30nGMiCx1KaM*FYTd)4a!k&Sb3@oyzW6AyAl&7Y&rt3)zaMF%jERdOsoMwRcw-Tr%(EUPRsIg02y5n^-KOsPSR4Y!@D(g0CNkabpBf^hSaA9Jq*S1A4P&nw8
nearly_sorted,190,(W:9C;4rl!xTbb20qp^tRglK94drW*qmGw7yCK:*sOn*v;DJoKU8tCnuDJifUZI93ZkdzBX6ffWzcI2&z%bBpUZc(V^GNU((esK%mP8uD*Ekg4;l2O@DJ;9NW3v56&ixunRGWo)Tpd;Zo2-(ln)
nearly_sorted,191,(WU;G6N0aV&qa:*nl2l!!N)zgg!MGhqamN^LtLa5@V0r97^updmaO*Ag-vKrGZ-XZfNErB@oSkOdW*6#DAD-sPUwnc:L(i5ENo!0Zt4UP(0ijJrN8n(pY(5KhG1FDllxdF)Y%g1svn^uVAZ#lW3:I:IaTdCy)R
nearly_sorted,192,(YgQoW31Rsmz10t89cw&9yjX:jw9F;W:FTMnHkZ:P8Oy8kAcndWUhP6h4!rSHVrv&A)-1K2zM06vEzCQxaqM1@M3UnIJPfP5V)caoJtP%UJXufkNSxhO7O&;&!NnJ0vX64IxF^0T4ka(drubS6fB@dB441ZqAYAXfVibC&ZfO%DvO%Pk2f;wX5aG0afI1)fSAd5%
nearly_sorted,193,(^koTo5hqe^NjLFC3Vqy*;DZ#8O0DmKzvhEl:OFnzW57e)ij!aS(@s-:IW*#Nt-rAeiJIPZTvI;vHnrL5L4nboNd4Fp@9l&wCVj@ODl;7l4aLkYmAz6JkKd
nearly_sorted,194,(cuHL!RlP&MjYjDCx7leuIE&Pshc@kWvexncH#r^y
nearly_sorted,195,(dwKo#C-p&IXPv!ne1)6fEv#KGwq(h*@AUj3z!RPFsAvMvf6DfYCLxQx48zW6JR@du*m1^cSW*H-uA16BQQyp@H&(@^T-Wz#*ODKeIUpWZR:F4iRf372#&Mz2;010D%tjfXf(UehBsbF;twZdoi)ed3Qn!S%W0TtHRmdc
nearly_sorted,196,(emh!fU7ra81H8jiGPjuVdDADz;E7nn1IM%NDWmx02T(S&kOpx:khbd:hGZXqRKPXJ#z1wNCZ(DpHZ;Gisj@@NwIeQsVfaS6mxf3ABfO!MAoAth-B33sjl9V:gboPM
nearly_sorted,197,(frv8ilMOV9a06dsfD50rlpN7jRi2V*D7rkBS*XTeFEwG@I@JTH&T%19gA9RYb)G^Ee31PfPLC#)&qc:rwIw;OY
nearly_sorted,198,(gi9Um1XWi8tMXq%d5H%OM(EW#!CU1qvKO!2hj2OgUOZg1P;l2pLEBKV15^cW^BBUmv)od6KBknxonJQ:g8AbZ0kBq:CTbO78eXy8)%yJs3z*R9GQBHM8O1eKC4pX(oGLyxst%z2fo1aX!AdI(B
nearly_sorted,199,(i52fiUq!KRKT@HGf&yr!EYGMQ8kBj;Nm:-JbEVpq#1u%6X7EBGr;xFo0Rbj@!p
nearly_sorted,200,(kKy^eF-f)X%BCNrLZAV*4X6(9jZ^I-Kb8T*i!wVzl^L6t#rsSW8*RWGCCAv4BI-DTqxs2lVXnVH35tYfE)z(vebiLP18VQZE#O95!*je4a-F
nearly_sorted,201,(t:4sox2dKnAVHErW@ubf&qcgiccFZ9^vgp^9)x^b12@O4rDKKK*lNzCyX0EjLPBDs-WSsuCX)P#vrBv)#T%bH#6jLM^zhBrKHd)a)ZPMz3rg0zPsAmqcP38QK!;d5pafFO
nearly_sorted,202,(w@qnqn@dQwDahO605qhaFH;ZH&4Eee:c;MUTHRx4cp#FnUHTViXhcTHDxaBt)Za*;7(1#5M4JigYT8Ur@c2@RSeh4O9n2lvOrVbIkipNwr-Cea#yWlCRGZDtenCBItv4jnzx4qV1pU
nearly_sorted,203,(wj2cX#T9NGOi*BixTUP@2GIX^Sma6d^xscR*@BlfpKCk
nearly_sorted,204,(y-EqoL!7oj-o-PQa5-FPd^sjobyNz&@kpS%lLqu@@%*g-5JyupzLvP7O!MIB4t9yRgBIoD#vqtEk9!;JXiaI^U5(IhcyErgUa-la(1xe@mbeT5rgAO-n:9a@4I@vVU9#PndD@3KD0dz9-Kz9TmyrbCkuy0ucy(*nhXqCKSqJ2iW7%D8sFVRFW&HedjsOFhUg#
nearly_sorted,205,(y:IyP%:;Ze-zR;H^4kXasEm;rO1JsL&bcTTJ1rsySdwG;bglJklpU0u0gUiW;z!DUrMIM(iJ@Y
nearly_sorted,206,)!64G5yRq0qf3aEg5)CeR1SY)se^pqY2pfki1di&o-aUUci5A&V:xhCVUW@cx6Q#&)bj5^&SMn
nearly_sorted,207,)!KfC-JLHbV9#spfkW7jdM70(cH&s#Bt7(%1ZAkEIW)toar8#6qZ%nXiq!#sFB^RI14;AHRWQhC&#P%4dKB!@5;7:HFA8f-B2H6BM9vM;v#eM2XXtOVrDMXWjqRWH
nearly_sorted,208,)#RnA0X(wXE1)@PI%Od%7WWEokz-dx:HJBvr^CBzoJB#65hfWGBvKJ@bR-JV*^gqUlyk
nearly_sorted,209,)#Z6lLs8s!)npVOd4A5J;9tD;rjQH5Y^M(IcxPmzhoREOj7wwNRGGbcg3Z4#%
nearly_sorted,210,)%-KtJ!HGtOVCb:@o7sGyO*bR8Mia7)sINsehK^nj4359fekJ8KXvE:E0;wAU
nearly_sorted,211,)%XWuDq9N5L@;MOF;MYdEOsEuWBMrgfG%uQYj36yfAkEjCga2!^)4aSAwXt:xX8Hn5QnR&X0k5VBVdd&pGmX%oeW1BpGL5Aq4KDq:vb2XuJz6Uewe^9D#
nearly_sorted,212,)&oz!vRj;*fdS)Y#CeV7x8A6ocV6b&-#Wgvc#HmqIqpukbFlibsvMxOFNCu%BBZOw2c5DHSkxbpPAP4:3@B)17agEnJa-MqjxTo;fDhI#A3mf@(dUl6p&)YS*482&@8&y6n
nearly_sorted,213,)*)Zi-s0d(29ye3)%cKovnnM8K-S1tI4aqNjrIUOauzs&8LzTNhQO)tKIJlSzwVkfx1un8H2cOzj4V!Gpzcr1i%xTQXOl55*rUWMGlQep*13m%oEwwG60o3d@kNLTN&-0W^lsVX71LjO!0Yn
nearly_sorted,214,)-TFLJkn&eo*Hyx3(sN(-aLTCEz^F1YIm6VJCb&oi:YvaGiCjDCPb-9VOm9OF;VDIViMNUalEKwQ!*&)#Ny:EinuA*(;g@B;a-Ze(^(N6v3AyV
nearly_sorted,215,)0qrCWKLPystZVEZAP2p5B#(un7DCpUi^uI:S(IrLC2U20Z;Dr(1q&5p&Eo(8lYfVnXKzW#CGmxBut0&@:Y*t8A;b4eh6Ji2icvr*ZB8CkM306do&
nearly_sorted,216,)10QzuLpm6CPGk6Dc!e*e@QRy9WK!d(#keN!@7aL;wAZDjmizdD2PAlThXYuV-!MwG5l&CfzfUUpxmTM43C)aV)uPcoTkM&bN*VHm6:Pd43iAoSda9HVCH^tQb!KE)0M8Yb1LIgPKcOBdNHZvIgvs1qGf46K2QuV9i&0RPoOE-y%%LprtIf*NdKlg^
nearly_sorted,217,)2u4q*Bv(H7Gt-V;-%Hv0-JGW^I5TPitjI(ZNwV)vdlomxzpSqZo20)6uYVSiIsqRN;iwFPJ11v)@eHufrpusYoLm040:3QgS7Q-ziO!4&f6lqw7UyTzlIzQ4DqwGL#)8yzxTT-R!HHp0
nearly_sorted,218,)46i(wP8lfeTjm7:PjGocbNM0*3xN*xgF&*SU;aKVN;11qh9%^kM##suPSGGhm7@yUsu#vjfglxP)UkiPPJwdKRK3Ii3@1#MRQi4U
nearly_sorted,219,)4oj&PVJz99npYUXIF%OtJ#uYUyeP-%z-e*ME%bULKkk#JW&K;n8lW
nearly_sorted,220,)7hLhi:v(js^^Dzu!w^32mkSoEgp7mSQa-ABjf3vIzVfS5id*f-7i27^:3WTp;93^9gv4upWeu%^m1uFz%
nearly_sorted,221,)9KXlh4GXbRexdJ(
nearly_sorted,222,);ncDTVDEN!e65bRMvTpU-d2kDT::WyF-dr:;foBy^g0kYwbr1eRM43F0g0l*JasYV6oc9NxL28ivutHhdKyhOJF*90E6Y(euMx%!i3LTh&g(JnhB3-1VhH69bC;b!ito@hJwH#Q4Cd!Oj
nearly_sorted,223,)Ah3:xZDeavsYFs&sBlj!N1cmJkUaYif*k3)-@9-WhRtUVyd*GN#*NHIe4((8s&olDhpsG4OgJPUzgA1tzdPtcbccOBf4butmRx9)J%%hLFMz&)Rb0rAuVkw6EyJlf71mI1#0bIs&e71eRlLch8p:EiKijWh%XqI0JsGHtG
nearly_sorted,224,)BLshXdOj;:v#2HaLyYVG1TUT-LcygEoMFnsk!2WnUrCrbY3wI%B)3h*orNvJEV#!qt8TAfglwgdZ2x(E%l2XEoA5B#Yj@KSO!M:PlfCm#0lx@36dtloTz;#-UAoHvqV#cC0SB*8JZf#6X9a0jfKhdcPFWvg8I#EByNenMrdR;MQg
nearly_sorted,225,)BU707fhJ1-FpQXW4P#5W5ABPsnVWGIxnwSzs0!(FPQukBi#avUM!LF12SpHOf01ND&q#SRLgVe5@!Z:b)&A6kDCTFj3UmThsUMEu
nearly_sorted,226,)FsEuF;PGjJ2WdfpgwwP7yl#ABhgk6oY%XmyMwS;mqZ(&U@Z8DeQAzyDFE4yU3^3lg#9GntYl!11N1P-^GUo5Ts5wA@4viOAL)FH:%3wPymqciaOfZy@%^j)p!ujYS)sW#H*Nk0WUHp
nearly_sorted,227,)HRmtOtBTY)QC
nearly_sorted,228,)JX%bM*#R)f:PNQIrhmohd#Au%QvT49bxUIN2UN)^w7uB494cz4s!xEN&9KN8Ws#@nTD&(iXi;T*bLqrjUi9thZ51bM6zlwWiPlSNFo9MQcNHQGwfcAIHbVd%rEbIF;^d7)zb3kWlqORMMuprkVGvARst(PlKh*4oL)JiV!imnqplgL:kkajsw
nearly_sorted,229,)LRP6Aln%VgIAD2Bo8Jr5g#@nSac^JYFFW6&FxJQ4U3yC546f8:7y8%dmEsosr
nearly_sorted,230,)Mup:tKk)2tx@w5Ha;lGnJRTKWsn6bD&8KVq9FH%zFCbFAH%#Td#fVkyhiRInFZ:x2m#jAa0Lm4R#pyg!0MnZ!IDN*wKViIjB7t)Su-icc)T%)2IezLYO:dHuB4#w@TRjPuJ(K@P66C
nearly_sorted,231,)N^p-zeRiR-pCC^St5%SD&;EFTb77:53u8bAwtx5J#L:5YJiR:5EVwH1EqKS5693-l*%ecjHh9HUmibG1-
nearly_sorted,232,)Oo27STv3z*OubnvyCe%Qj:3@o-HCm%gQQ%GRV9v52gebR0czye2UO#zY&x9H;91rfYfK1;G8:L-fOR7#*lW98SR&A
nearly_sorted,233,)OxzYYG^N6u2:j3DB8vTYAo6lZ74Hl)qq
nearly_sorted,234,)Pem#CsY(vuRXFcFoJ;Ck4o:N4j)ckQ5Oh#cshWDeDDsJjCENAaKeuZ%WCM1O2nvhNi57y*xFh8sGK2sPhZL)LgOVttBNfE(so7i9lO@xXPaccbgh(RQR)VI0tcCCIp0Pd5J1@Ly**VoR9Z%CS;UyhQVCi41!&e3j^cCeRuG^5-8#ADipmuW
nearly_sorted,235,)TKL4z9l)aHL3Zz(b8PLhijWYQ0VI)d39R!AcvVdd@qqEb*Y*^x5!Pgsdh3yy%9-hnf^xLHF&ee@^PyIO&8bHRXo2k0:Jj)l(n(Q80l3ybmevoirQp2Bo6ox
nearly_sorted,236,)U8uPD;6Q7Can4sj#z7dI;tAIW^ATw;o#N3;-cN1ns6y5uOGgJ:3*;mnz21O!GstZ:37UrwzNUiVz)P-CW0^LD2uo
